"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"2:09:56,5225335","program2.exe","21104","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffe8acb0000, Image Size: 0x2fe000"
"2:09:56,5232284","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"2:09:56,5235035","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read"
"2:09:56,5235202","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read"
"2:09:56,5235646","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"2:09:56,5236359","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read"
"2:09:56,5236445","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read"
"2:09:56,5236543","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548"
"2:09:56,5236604","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"2:09:56,5236683","program2.exe","21104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS",""
"2:09:56,5236880","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\e36c4458-ed80-4ad7-a8be-52dda1eb5f1c","NAME NOT FOUND","Length: 528"
"2:09:56,5238122","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"2:09:56,5238187","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"2:09:56,5238269","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"2:09:56,5238331","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"2:09:56,5238412","program2.exe","21104","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"2:09:56,5238528","program2.exe","21104","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"2:09:56,5238603","program2.exe","21104","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"2:09:56,5238693","program2.exe","21104","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"2:09:56,5238853","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"2:09:56,5238943","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"2:09:56,5239009","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"2:09:56,5239089","program2.exe","21104","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"2:09:56,5241479","program2.exe","21104","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffe8d490000, Image Size: 0x9e000"
"2:09:56,5242740","program2.exe","21104","Thread Create","","SUCCESS","Thread ID: 22580"
"2:09:56,5245313","program2.exe","21104","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"2:09:56,5245441","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"2:09:56,5245566","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"2:09:56,5245722","program2.exe","21104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"2:09:56,5246453","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"2:09:56,5246557","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"2:09:56,5246738","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"2:09:56,5246842","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"2:09:56,5249266","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"2:09:56,5249379","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"2:09:56,5249491","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:09:56,5255958","program2.exe","21104","Load Image","C:\Users\Xiaomi\Desktop\ll4\build\bin\liblibrary1.dll","SUCCESS","Image Base: 0x7ffe86170000, Image Size: 0x15000"
"2:09:58,1514593","program2.exe","21104","Load Image","C:\Users\Xiaomi\Desktop\ll4\build\bin\liblibrary2.dll","SUCCESS","Image Base: 0x7ffe11dc0000, Image Size: 0x2ab000"
"2:10:06,5630029","program2.exe","21104","Thread Create","","SUCCESS","Thread ID: 11696"
"2:10:06,5633161","program2.exe","21104","Thread Exit","","SUCCESS","Thread ID: 22580, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:10:06,5633408","program2.exe","21104","Thread Exit","","SUCCESS","Thread ID: 22112, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:10:06,5633965","program2.exe","21104","Thread Exit","","SUCCESS","Thread ID: 11696, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:10:06,5637280","program2.exe","21104","Process Exit","","SUCCESS","Exit Status: -1073741510, User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 798 720, Peak Private Bytes: 798 720, Working Set: 3 518 464, Peak Working Set: 3 522 560"
"2:10:06,5637759","program2.exe","21104","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS","Desired Access: All Access"
"2:10:06,5638064","program2.exe","21104","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001\\Device\HarddiskVolume3\Users\Xiaomi\Desktop\ll4\build\bin\program2.exe","NAME NOT FOUND","Length: 40"
"2:10:06,5638434","program2.exe","21104","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS",""
"2:10:06,5640489","program2.exe","21104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"2:10:06,5640594","program2.exe","21104","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
