"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"2:11:57,6582534","DistributedSystem.exe","11528","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"2:11:57,6582627","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"2:11:57,6582726","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"2:11:57,6582798","DistributedSystem.exe","11528","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"2:11:57,6586086","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ffe8c200000, Image Size: 0xc2000"
"2:11:57,6587277","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffe8acb0000, Image Size: 0x2fe000"
"2:11:57,6593869","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"2:11:57,6595957","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read"
"2:11:57,6596072","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6596463","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"2:11:57,6597196","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\e36c4458-ed80-4ad7-a8be-52dda1eb5f1c","NAME NOT FOUND","Length: 528"
"2:11:57,6598451","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"2:11:57,6598520","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"2:11:57,6598635","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"2:11:57,6598713","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6598824","DistributedSystem.exe","11528","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"2:11:57,6598936","DistributedSystem.exe","11528","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"2:11:57,6599019","DistributedSystem.exe","11528","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"2:11:57,6599123","DistributedSystem.exe","11528","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"2:11:57,6599317","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"2:11:57,6599384","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"2:11:57,6599472","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"2:11:57,6599546","DistributedSystem.exe","11528","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"2:11:57,6600285","DistributedSystem.exe","11528","Thread Create","","SUCCESS","Thread ID: 7428"
"2:11:57,6600658","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"2:11:57,6600810","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"2:11:57,6600832","DistributedSystem.exe","11528","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"2:11:57,6600925","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:11:57,6600992","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"2:11:57,6601116","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"2:11:57,6601251","DistributedSystem.exe","11528","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"2:11:57,6602177","DistributedSystem.exe","11528","Thread Create","","SUCCESS","Thread ID: 11816"
"2:11:57,6602699","DistributedSystem.exe","11528","Thread Create","","SUCCESS","Thread ID: 14776"
"2:11:57,6613157","DistributedSystem.exe","11528","Load Image","C:\Users\Xiaomi\Desktop\ll567\build\Debug\libzmq-mt-gd-4_3_5.dll","SUCCESS","Image Base: 0x7ffe1ab60000, Image Size: 0x1d4000"
"2:11:57,6613922","DistributedSystem.exe","11528","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:11:57,6614093","DistributedSystem.exe","11528","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6614240","DistributedSystem.exe","11528","RegCloseKey","HKCU","SUCCESS",""
"2:11:57,6614337","DistributedSystem.exe","11528","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6614459","DistributedSystem.exe","11528","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:11:57,6614570","DistributedSystem.exe","11528","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6614682","DistributedSystem.exe","11528","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6614776","DistributedSystem.exe","11528","RegCloseKey","HKCU","SUCCESS",""
"2:11:57,6614867","DistributedSystem.exe","11528","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6614949","DistributedSystem.exe","11528","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:11:57,6615044","DistributedSystem.exe","11528","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6615141","DistributedSystem.exe","11528","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"2:11:57,6615223","DistributedSystem.exe","11528","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"2:11:57,6615327","DistributedSystem.exe","11528","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"2:11:57,6615382","DistributedSystem.exe","11528","RegCloseKey","HKCU","SUCCESS",""
"2:11:57,6615450","DistributedSystem.exe","11528","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6615573","DistributedSystem.exe","11528","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:11:57,6615673","DistributedSystem.exe","11528","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"2:11:57,6615775","DistributedSystem.exe","11528","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"2:11:57,6615858","DistributedSystem.exe","11528","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: ru-RU"
"2:11:57,6615945","DistributedSystem.exe","11528","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"2:11:57,6616020","DistributedSystem.exe","11528","RegCloseKey","HKCU","SUCCESS",""
"2:11:57,6616545","DistributedSystem.exe","11528","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"2:11:57,6616650","DistributedSystem.exe","11528","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"2:11:57,6616744","DistributedSystem.exe","11528","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"2:11:57,6621759","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\ws2_32.dll","SUCCESS","Image Base: 0x7ffe8bd80000, Image Size: 0x6b000"
"2:11:57,6623123","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ffe8b660000, Image Size: 0x123000"
"2:11:57,6624532","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ffe8c3d0000, Image Size: 0xb1000"
"2:11:57,6625180","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\vcruntime140d.dll","SUCCESS","Image Base: 0x7ffe59630000, Image Size: 0x2e000"
"2:11:57,6625367","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\vcruntime140_1d.dll","SUCCESS","Image Base: 0x7ffe875a0000, Image Size: 0xf000"
"2:11:57,6625542","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\msvcp140d.dll","SUCCESS","Image Base: 0x7ffe1c480000, Image Size: 0xe2000"
"2:11:57,6626174","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffe8d490000, Image Size: 0x9e000"
"2:11:57,6627873","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ffe8b9a0000, Image Size: 0x9f000"
"2:11:57,6629177","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\bcrypt.dll","SUCCESS","Image Base: 0x7ffe8ac80000, Image Size: 0x27000"
"2:11:57,6647550","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\ucrtbased.dll","SUCCESS","Image Base: 0x7ffe16a50000, Image Size: 0x221000"
"2:11:57,6650097","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\ucrtbased.dll","SUCCESS","Image Base: 0x1f5bd1b0000, Image Size: 0x221000"
"2:11:57,6650986","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\ucrtbased.dll","SUCCESS","Image Base: 0x1f5bd1b0000, Image Size: 0x221000"
"2:11:57,6665023","DistributedSystem.exe","11528","Load Image","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Image Base: 0x7ffe8a030000, Image Size: 0x3b000"
"2:11:57,6667494","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\d0f1a5c6-fc43-48ae-99bf-efb1c38be9d1","NAME NOT FOUND","Length: 528"
"2:11:57,6669243","DistributedSystem.exe","11528","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"2:11:57,6669401","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"2:11:57,6669538","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"2:11:57,6669655","DistributedSystem.exe","11528","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"2:11:57,6670004","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"2:11:57,6670102","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"2:11:57,6670247","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"2:11:57,6670347","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"2:11:57,6671249","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f3a71a4b-6118-4257-8ccb-39a33ba059d4","NAME NOT FOUND","Length: 528"
"2:11:57,6673139","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528"
"2:11:57,6675410","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528"
"2:11:57,6677043","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\bf30465b-e93c-46fd-9cdf-f41c8904a01f","NAME NOT FOUND","Length: 528"
"2:11:57,6678052","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c1376338-0984-48b8-b933-9c7d779fd84d","NAME NOT FOUND","Length: 528"
"2:11:57,6693225","DistributedSystem.exe","11528","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:11:57,6693582","DistributedSystem.exe","11528","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6693658","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","REPARSE","Desired Access: All Access"
"2:11:57,6693841","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","ACCESS DENIED","Desired Access: All Access"
"2:11:57,6694076","DistributedSystem.exe","11528","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6694132","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","REPARSE","Desired Access: Read"
"2:11:57,6694219","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Desired Access: Read"
"2:11:57,6694395","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\WinSock_Registry_Version","BUFFER OVERFLOW","Length: 16"
"2:11:57,6694548","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\WinSock_Registry_Version","SUCCESS","Type: REG_SZ, Length: 8, Data: 2.0"
"2:11:57,6694699","DistributedSystem.exe","11528","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6694764","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS","Desired Access: Read"
"2:11:57,6695070","DistributedSystem.exe","11528","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6695128","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog\29699322","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6695338","DistributedSystem.exe","11528","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6695996","DistributedSystem.exe","11528","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\AppId_Catalog","SUCCESS",""
"2:11:57,6696131","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Callout","BUFFER OVERFLOW","Length: 12"
"2:11:57,6696185","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Callout","SUCCESS","Type: REG_EXPAND_SZ, Length: 70, Data: %SystemRoot%\System32\fwpuclnt.dll"
"2:11:57,6696359","DistributedSystem.exe","11528","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6696416","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:11:57,6696673","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Serial_Access_Num","SUCCESS","Type: REG_DWORD, Length: 4, Data: 7"
"2:11:57,6700372","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Serial_Access_Num","SUCCESS","Type: REG_DWORD, Length: 4, Data: 7"
"2:11:57,6700466","DistributedSystem.exe","11528","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6700520","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\00000007","NAME NOT FOUND","Desired Access: Read"
"2:11:57,6700634","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Next_Catalog_Entry_ID","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1015"
"2:11:57,6700698","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Num_Catalog_Entries64","SUCCESS","Type: REG_DWORD, Length: 4, Data: 14"
"2:11:57,6700882","DistributedSystem.exe","11528","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6701086","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:11:57,6701339","DistributedSystem.exe","11528","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6701420","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001","SUCCESS","Desired Access: Read"
"2:11:57,6701602","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001\PackedCatalogItem","BUFFER OVERFLOW","Length: 144"
"2:11:57,6702017","DistributedSystem.exe","11528","RegQueryValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73"
"2:11:57,6702202","DistributedSystem.exe","11528","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000001","SUCCESS",""
"2:11:57,6702301","DistributedSystem.exe","11528","RegQueryKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:11:57,6702368","DistributedSystem.exe","11528","RegOpenKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries64\000000000002","SUCCESS","Desired Access: Read"
